domain,metric_id,metric_name,county_fips,county_name,period,period_end,frequency,value,unit,margin_of_error,source_ids,source_releases,retrieved_at,raw_sha256s,calculation,notes,comparability_status
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06081,San Mateo,2025,2025-01-31,annual January point-in-time estimate,1002.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06085,Santa Clara,2025,2025-01-31,annual January point-in-time estimate,3239.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06095,Solano,2025,2025-01-31,annual January point-in-time estimate,228.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06097,Sonoma,2025,2025-01-31,annual January point-in-time estimate,829.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06001,Alameda,2025,2025-01-31,annual January point-in-time estimate,6343.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06013,Contra Costa,2025,2025-01-31,annual January point-in-time estimate,1278.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06041,Marin,2025,2025-01-31,annual January point-in-time estimate,788.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06055,Napa,2025,2025-01-31,annual January point-in-time estimate,175.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06075,San Francisco,2025,2025-01-31,annual January point-in-time estimate,4354.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06081,San Mateo,2025,2025-01-31,annual January point-in-time estimate,1145.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06085,Santa Clara,2025,2025-01-31,annual January point-in-time estimate,7472.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06095,Solano,2025,2025-01-31,annual January point-in-time estimate,1436.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_unsheltered_homeless,PIT unsheltered homelessness estimate,06097,Sonoma,2025,2025-01-31,annual January point-in-time estimate,1123.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06001,Alameda,2025,2025-12-31,annual program snapshot,86.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06013,Contra Costa,2025,2025-12-31,annual program snapshot,81.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06041,Marin,2025,2025-12-31,annual program snapshot,88.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06055,Napa,2025,2025-12-31,annual program snapshot,85.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06075,San Francisco,2025,2025-12-31,annual program snapshot,87.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06081,San Mateo,2025,2025-12-31,annual program snapshot,84.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06085,Santa Clara,2025,2025-12-31,annual program snapshot,89.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06095,Solano,2025,2025-12-31,annual program snapshot,80.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_extremely_low_income_pct,HUD-assisted households below 30% of area median income,06097,Sonoma,2025,2025-12-31,annual program snapshot,87.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06001,Alameda,2025,2025-12-31,annual program snapshot,23246.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06013,Contra Costa,2025,2025-12-31,annual program snapshot,25966.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06041,Marin,2025,2025-12-31,annual program snapshot,24270.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06055,Napa,2025,2025-12-31,annual program snapshot,23716.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06075,San Francisco,2025,2025-12-31,annual program snapshot,24643.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06081,San Mateo,2025,2025-12-31,annual program snapshot,27385.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06085,Santa Clara,2025,2025-12-31,annual program snapshot,24023.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06095,Solano,2025,2025-12-31,annual program snapshot,23285.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_household_income,Average annual income of HUD-assisted households,06097,Sonoma,2025,2025-12-31,annual program snapshot,21593.0,current dollars per year,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06001,Alameda,2025,2025-12-31,annual program snapshot,34.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06013,Contra Costa,2025,2025-12-31,annual program snapshot,41.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06041,Marin,2025,2025-12-31,annual program snapshot,22.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06055,Napa,2025,2025-12-31,annual program snapshot,48.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06075,San Francisco,2025,2025-12-31,annual program snapshot,22.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06081,San Mateo,2025,2025-12-31,annual program snapshot,101.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06085,Santa Clara,2025,2025-12-31,annual program snapshot,23.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06095,Solano,2025,2025-12-31,annual program snapshot,31.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_months_waiting,Average months on waiting list before admission,06097,Sonoma,2025,2025-12-31,annual program snapshot,16.0,months,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06001,Alameda,2025,2025-12-31,annual program snapshot,87.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06013,Contra Costa,2025,2025-12-31,annual program snapshot,93.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06041,Marin,2025,2025-12-31,annual program snapshot,91.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06055,Napa,2025,2025-12-31,annual program snapshot,76.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06075,San Francisco,2025,2025-12-31,annual program snapshot,95.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06081,San Mateo,2025,2025-12-31,annual program snapshot,93.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06085,Santa Clara,2025,2025-12-31,annual program snapshot,93.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06095,Solano,2025,2025-12-31,annual program snapshot,75.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_occupancy_pct,HUD-assisted units reported occupied,06097,Sonoma,2025,2025-12-31,annual program snapshot,91.0,percent,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06001,Alameda,2025,2025-12-31,annual program snapshot,58054.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06013,Contra Costa,2025,2025-12-31,annual program snapshot,30072.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06041,Marin,2025,2025-12-31,annual program snapshot,5943.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06055,Napa,2025,2025-12-31,annual program snapshot,2839.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06075,San Francisco,2025,2025-12-31,annual program snapshot,44488.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06081,San Mateo,2025,2025-12-31,annual program snapshot,12126.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06085,Santa Clara,2025,2025-12-31,annual program snapshot,49699.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06095,Solano,2025,2025-12-31,annual program snapshot,10371.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_people,People in HUD-assisted households,06097,Sonoma,2025,2025-12-31,annual program snapshot,10843.0,people,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06001,Alameda,2025,2025-12-31,annual program snapshot,35189.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06013,Contra Costa,2025,2025-12-31,annual program snapshot,15477.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06041,Marin,2025,2025-12-31,annual program snapshot,3792.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06055,Napa,2025,2025-12-31,annual program snapshot,1939.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06075,San Francisco,2025,2025-12-31,annual program snapshot,25578.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06081,San Mateo,2025,2025-12-31,annual program snapshot,6971.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06085,Santa Clara,2025,2025-12-31,annual program snapshot,25169.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06095,Solano,2025,2025-12-31,annual program snapshot,7083.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
hud_assisted_housing,hud_assisted_units,HUD-assisted units under contract,06097,Sonoma,2025,2025-12-31,annual program snapshot,6824.0,housing units,,HUD_PICTURE,HUD-Picture-2025,2026-08-08T22:58:45Z,8afaba8770146ce15c7af071b264ca4f16ac251fc75aa60c7143309798c9497c,published,Summary of all programs represented in HUD's Picture of Subsidized Households; it is not a census of every affordable unit.,comparable_within_picture_series
income_targeted_production,hcd_apr_above_permitted_units,HCD-reported ABOVE permitted units,06001,Alameda,2025,2025-12-31,annual,2460.0,housing units,,CA_HCD_APR,HCD-APR-through-2025,2026-08-08T18:25:52Z,dc0c6c52468ffe95159a7ac7e2d85569f2e28640451e90455cc13b3d4cf73da6,published,Jurisdiction-reported building permits aggregated to county by The Bay Outlook. Reused from the verified Version 1.1 evidence layer.,comparable_within_series
