domain,metric_id,metric_name,county_fips,county_name,period,period_end,frequency,value,unit,margin_of_error,source_ids,source_releases,retrieved_at,raw_sha256s,calculation,notes,comparability_status
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06001,Alameda,FY2023-24,2024-06-30,annual fiscal year,6340.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06013,Contra Costa,FY2023-24,2024-06-30,annual fiscal year,3608.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06041,Marin,FY2023-24,2024-06-30,annual fiscal year,409.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06055,Napa,FY2023-24,2024-06-30,annual fiscal year,246.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06075,San Francisco,FY2023-24,2024-06-30,annual fiscal year,2781.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06081,San Mateo,FY2023-24,2024-06-30,annual fiscal year,1567.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06085,Santa Clara,FY2023-24,2024-06-30,annual fiscal year,4053.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06095,Solano,FY2023-24,2024-06-30,annual fiscal year,1876.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings,Limited civil unlawful-detainer filings,06097,Sonoma,FY2023-24,2024-06-30,annual fiscal year,887.0,court cases,,CA_COURTS_COURT_STATISTICS,California-Court-Statistics-through-FY2023-24,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf,published,A court filing or disposition is not an executed eviction. Unlimited civil cases and informal displacement are not captured.,pandemic_policy_and_backlog_context_required
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06001,Alameda,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,23.274168976340373,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06013,Contra Costa,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,27.096648216713103,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06041,Marin,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,10.972796050866556,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06055,Napa,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,13.915601312365652,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06075,San Francisco,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,12.46861549497848,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06081,San Mateo,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,14.48511739693104,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06085,Santa Clara,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,13.853710558967995,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06095,Solano,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,32.74567987432361,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
eviction_filings,unlawful_detainer_filings_per_1000_renter_households,"Limited civil unlawful-detainer filings per 1,000 renter households",06097,Sonoma,FY2023-24,2024-06-30,annual fiscal year with ACS denominator,12.317904706356149,"filings per 1,000 renter households",,CA_COURTS_COURT_STATISTICS;CENSUS_ACS5_BULK,California-Court-Statistics-through-FY2023-24;ACS5-2023-B25003,2026-08-08T22:58:45Z,fa5d2f3d78d4512e671f27f0c2436a34e81553dd61b84106ea3e4fff497fa5bf;6990bc37d42e02f8587830f1e21a2b767a951c11c88a072149c7850defdc4e6a,"limited civil unlawful-detainer filings divided by same-vintage ACS renter households, multiplied by 1,000","The ACS denominator is a five-year estimate aligned to the fiscal-year start, so this is an approximate exposure rate.",derived_with_overlapping_acs_denominator
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06001,Alameda,2025,2025-01-31,annual January inventory,3399.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06013,Contra Costa,2025,2025-01-31,annual January inventory,1018.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06041,Marin,2025,2025-01-31,annual January inventory,339.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06055,Napa,2025,2025-01-31,annual January inventory,245.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06075,San Francisco,2025,2025-01-31,annual January inventory,4837.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06081,San Mateo,2025,2025-01-31,annual January inventory,1157.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06085,Santa Clara,2025,2025-01-31,annual January inventory,3468.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06095,Solano,2025,2025-01-31,annual January inventory,343.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_emergency_transitional_safe_haven_beds,"Year-round emergency, transitional, and safe-haven beds",06097,Sonoma,2025,2025-01-31,annual January inventory,1151.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06001,Alameda,2025,2025-01-31,annual January inventory,5890.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06013,Contra Costa,2025,2025-01-31,annual January inventory,1629.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06041,Marin,2025,2025-01-31,annual January inventory,813.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06055,Napa,2025,2025-01-31,annual January inventory,109.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06075,San Francisco,2025,2025-01-31,annual January inventory,5863.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06081,San Mateo,2025,2025-01-31,annual January inventory,1249.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06085,Santa Clara,2025,2025-01-31,annual January inventory,5315.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06095,Solano,2025,2025-01-31,annual January inventory,529.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_permanent_supportive_housing_beds,Year-round permanent supportive housing beds,06097,Sonoma,2025,2025-01-31,annual January inventory,1111.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06001,Alameda,2025,2025-01-31,annual January inventory,1309.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06013,Contra Costa,2025,2025-01-31,annual January inventory,572.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06041,Marin,2025,2025-01-31,annual January inventory,179.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06055,Napa,2025,2025-01-31,annual January inventory,142.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06075,San Francisco,2025,2025-01-31,annual January inventory,1916.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06081,San Mateo,2025,2025-01-31,annual January inventory,380.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06085,Santa Clara,2025,2025-01-31,annual January inventory,1356.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06095,Solano,2025,2025-01-31,annual January inventory,413.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,hic_rapid_rehousing_beds,Year-round rapid rehousing beds,06097,Sonoma,2025,2025-01-31,annual January inventory,579.0,year-round beds,,HUD_HIC,HUD-HIC-2025-workbook,2026-08-08T22:58:45Z,d4dd3a9dc84384976fa2efcde2d89081a4deeea57be43c73eb587c77ed527bc1,published,"Inventory capacity is not the same as utilization, exits to housing, or unmet need.",comparable_within_series
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06001,Alameda,2025,2025-01-31,annual January point-in-time estimate,9262.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06013,Contra Costa,2025,2025-01-31,annual January point-in-time estimate,2118.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06041,Marin,2025,2025-01-31,annual January point-in-time estimate,1081.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06055,Napa,2025,2025-01-31,annual January point-in-time estimate,374.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06075,San Francisco,2025,2025-01-31,annual January point-in-time estimate,8671.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06081,San Mateo,2025,2025-01-31,annual January point-in-time estimate,2147.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06085,Santa Clara,2025,2025-01-31,annual January point-in-time estimate,10711.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06095,Solano,2025,2025-01-31,annual January point-in-time estimate,1664.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_overall_homeless,PIT overall homelessness estimate,06097,Sonoma,2025,2025-01-31,annual January point-in-time estimate,1952.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06001,Alameda,2025,2025-01-31,annual January point-in-time estimate,2919.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06013,Contra Costa,2025,2025-01-31,annual January point-in-time estimate,840.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06041,Marin,2025,2025-01-31,annual January point-in-time estimate,293.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06055,Napa,2025,2025-01-31,annual January point-in-time estimate,199.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered and Unsheltered Count. Both sheltered and unsheltered components were counted for this cycle.,full_sheltered_and_unsheltered_cycle
homelessness,pit_sheltered_homeless,PIT sheltered homelessness estimate,06075,San Francisco,2025,2025-01-31,annual January point-in-time estimate,4317.0,people,,HUD_PIT,HUD-PIT-2025-workbook,2026-08-08T22:58:45Z,8deeb058001d6ecc0dfba0587baafc5e82eb46354e724c7e83a2a75eaa86e2f3,published,HUD count type: Sheltered-Only Count. The unsheltered component was not newly counted in this cycle; HUD carries the available component into the overall estimate.,sheltered_only_cycle
